label	frame	needle	row	line
pipy	48	────────────────	25	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	48	~/projects/pipy	26	~/projects/pipy (main)
pi	48	hello	16	 hello
pi	48	Hello	19	 Hello! How can I help?
pi	48	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	48	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	48	~/projects/pipy	24	~/projects/pipy (main)
pipy	49	hello	16	 hello
pipy	49	Hello	19	 Hello! What would you like
pipy	49	Working...	21	 ⠧ Working...
pipy	49	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	49	────────────────	25	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	49	~/projects/pipy	26	~/projects/pipy (main)
pi	49	hello	16	 hello
pi	49	Hello	19	 Hello! How can I help?
pi	49	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	49	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	49	~/projects/pipy	24	~/projects/pipy (main)
pipy	50	hello	16	 hello
pipy	50	Hello	19	 Hello! What would you like
pipy	50	Working...	21	 ⠧ Working...
pipy	50	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	50	────────────────	25	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	50	~/projects/pipy	26	~/projects/pipy (main)
pi	50	hello	16	 hello
pi	50	Hello	19	 Hello! How can I help?
pi	50	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	50	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	50	~/projects/pipy	24	~/projects/pipy (main)
pipy	51	hello	16	 hello
pipy	51	Hello	19	 Hello! What would you like
pipy	51	Working...	21	 ⠧ Working...
pipy	51	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	51	────────────────	25	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	51	~/projects/pipy	26	~/projects/pipy (main)
pi	51	hello	16	 hello
pi	51	Hello	19	 Hello! How can I help?
pi	51	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	51	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	51	~/projects/pipy	24	~/projects/pipy (main)
pipy	52	hello	16	 hello
pipy	52	Hello	19	 Hello! What would you like
pipy	52	Working...	21	 ⠧ Working...
pipy	52	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	52	────────────────	25	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	52	~/projects/pipy	26	~/projects/pipy (main)
pi	52	hello	16	 hello
pi	52	Hello	19	 Hello! How can I help?
pi	52	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	52	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	52	~/projects/pipy	24	~/projects/pipy (main)
pipy	53	hello	16	 hello
pipy	53	Hello	19	 Hello! What would you like
pipy	53	Working...	21	 ⠧ Working...
pipy	53	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	53	────────────────	25	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	53	~/projects/pipy	26	~/projects/pipy (main)
pi	53	hello	16	 hello
pi	53	Hello	19	 Hello! How can I help?
pi	53	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	53	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	53	~/projects/pipy	24	~/projects/pipy (main)
pipy	54	hello	16	 hello
pipy	54	Hello	19	 Hello! What would you like
pipy	54	Working...	21	 ⠧ Working...
pipy	54	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	54	────────────────	25	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	54	~/projects/pipy	26	~/projects/pipy (main)
pi	54	hello	16	 hello
pi	54	Hello	19	 Hello! How can I help?
pi	54	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	54	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	54	~/projects/pipy	24	~/projects/pipy (main)
pipy	55	hello	16	 hello
pipy	55	Hello	19	 Hello! What would you like to work
pipy	55	Working...	21	 ⠧ Working...
pipy	55	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	55	────────────────	25	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	55	~/projects/pipy	26	~/projects/pipy (main)
pi	55	hello	16	 hello
pi	55	Hello	19	 Hello! How can I help?
pi	55	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	55	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	55	~/projects/pipy	24	~/projects/pipy (main)
pipy	56	hello	16	 hello
pipy	56	Hello	19	 Hello! What would you like to work on in
pipy	56	Working...	21	 ⠧ Working...
pipy	56	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	56	────────────────	25	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	56	~/projects/pipy	26	~/projects/pipy (main)
pi	56	hello	16	 hello
pi	56	Hello	19	 Hello! How can I help?
pi	56	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	56	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	56	~/projects/pipy	24	~/projects/pipy (main)
pipy	57	hello	16	 hello
pipy	57	Hello	19	 Hello! What would you like to work on in this repo?
pipy	57	Working...	21	 ⠧ Working...
pipy	57	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	57	────────────────	25	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	57	~/projects/pipy	26	~/projects/pipy (main)
pi	57	hello	16	 hello
pi	57	Hello	19	 Hello! How can I help?
pi	57	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	57	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	57	~/projects/pipy	24	~/projects/pipy (main)
pipy	58	hello	16	 hello
pipy	58	Hello	19	 Hello! What would you like to work on in this repo?
pipy	58	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	58	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	58	~/projects/pipy	24	~/projects/pipy (main)
pi	58	hello	16	 hello
pi	58	Hello	19	 Hello! How can I help?
pi	58	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	58	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	58	~/projects/pipy	24	~/projects/pipy (main)
pipy	59	hello	16	 hello
pipy	59	Hello	19	 Hello! What would you like to work on in this repo?
pipy	59	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	59	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	59	~/projects/pipy	24	~/projects/pipy (main)
pi	59	hello	16	 hello
pi	59	Hello	19	 Hello! How can I help?
pi	59	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	59	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	59	~/projects/pipy	24	~/projects/pipy (main)
pipy	60	hello	16	 hello
pipy	60	Hello	19	 Hello! What would you like to work on in this repo?
pipy	60	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	60	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	60	~/projects/pipy	24	~/projects/pipy (main)
pi	60	hello	16	 hello
pi	60	Hello	19	 Hello! How can I help?
pi	60	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	60	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	60	~/projects/pipy	24	~/projects/pipy (main)
pipy	61	hello	16	 hello
pipy	61	Hello	19	 Hello! What would you like to work on in this repo?
pipy	61	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	61	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	61	~/projects/pipy	24	~/projects/pipy (main)
pi	61	hello	16	 hello
pi	61	Hello	19	 Hello! How can I help?
pi	61	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	61	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	61	~/projects/pipy	24	~/projects/pipy (main)
pipy	62	hello	16	 hello
pipy	62	Hello	19	 Hello! What would you like to work on in this repo?
pipy	62	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	62	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	62	~/projects/pipy	24	~/projects/pipy (main)
pi	62	hello	16	 hello
pi	62	Hello	19	 Hello! How can I help?
pi	62	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	62	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	62	~/projects/pipy	24	~/projects/pipy (main)
pipy	63	hello	16	 hello
pipy	63	Hello	19	 Hello! What would you like to work on in this repo?
pipy	63	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	63	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	63	~/projects/pipy	24	~/projects/pipy (main)
pi	63	hello	16	 hello
pi	63	Hello	19	 Hello! How can I help?
pi	63	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	63	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	63	~/projects/pipy	24	~/projects/pipy (main)
pipy	64	hello	16	 hello
pipy	64	Hello	19	 Hello! What would you like to work on in this repo?
pipy	64	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	64	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	64	~/projects/pipy	24	~/projects/pipy (main)
pi	64	hello	16	 hello
pi	64	Hello	19	 Hello! How can I help?
pi	64	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	64	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	64	~/projects/pipy	24	~/projects/pipy (main)
pipy	65	hello	16	 hello
pipy	65	Hello	19	 Hello! What would you like to work on in this repo?
pipy	65	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	65	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	65	~/projects/pipy	24	~/projects/pipy (main)
pi	65	hello	16	 hello
pi	65	Hello	19	 Hello! How can I help?
pi	65	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	65	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	65	~/projects/pipy	24	~/projects/pipy (main)
pipy	66	hello	16	 hello
pipy	66	Hello	19	 Hello! What would you like to work on in this repo?
pipy	66	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	66	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	66	~/projects/pipy	24	~/projects/pipy (main)
pi	66	hello	16	 hello
pi	66	Hello	19	 Hello! How can I help?
pi	66	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	66	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	66	~/projects/pipy	24	~/projects/pipy (main)
pipy	67	hello	16	 hello
pipy	67	Hello	19	 Hello! What would you like to work on in this repo?
pipy	67	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	67	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	67	~/projects/pipy	24	~/projects/pipy (main)
pi	67	hello	16	 hello
pi	67	Hello	19	 Hello! How can I help?
pi	67	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	67	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	67	~/projects/pipy	24	~/projects/pipy (main)
pipy	68	hello	16	 hello
pipy	68	Hello	19	 Hello! What would you like to work on in this repo?
pipy	68	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	68	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	68	~/projects/pipy	24	~/projects/pipy (main)
pi	68	hello	16	 hello
pi	68	Hello	19	 Hello! How can I help?
pi	68	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	68	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	68	~/projects/pipy	24	~/projects/pipy (main)
pipy	69	hello	16	 hello
pipy	69	Hello	19	 Hello! What would you like to work on in this repo?
pipy	69	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	69	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	69	~/projects/pipy	24	~/projects/pipy (main)
pi	69	hello	16	 hello
pi	69	Hello	19	 Hello! How can I help?
pi	69	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	69	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	69	~/projects/pipy	24	~/projects/pipy (main)
pipy	70	hello	16	 hello
pipy	70	Hello	19	 Hello! What would you like to work on in this repo?
pipy	70	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	70	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	70	~/projects/pipy	24	~/projects/pipy (main)
pi	70	hello	16	 hello
pi	70	Hello	19	 Hello! How can I help?
pi	70	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	70	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	70	~/projects/pipy	24	~/projects/pipy (main)
pipy	71	hello	16	 hello
pipy	71	Hello	19	 Hello! What would you like to work on in this repo?
pipy	71	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	71	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	71	~/projects/pipy	24	~/projects/pipy (main)
pi	71	hello	16	 hello
pi	71	Hello	19	 Hello! How can I help?
pi	71	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	71	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	71	~/projects/pipy	24	~/projects/pipy (main)
pipy	72	hello	16	 hello
pipy	72	Hello	19	 Hello! What would you like to work on in this repo?
pipy	72	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	72	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	72	~/projects/pipy	24	~/projects/pipy (main)
pi	72	hello	16	 hello
pi	72	Hello	19	 Hello! How can I help?
pi	72	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	72	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	72	~/projects/pipy	24	~/projects/pipy (main)
pipy	73	hello	16	 hello
pipy	73	Hello	19	 Hello! What would you like to work on in this repo?
pipy	73	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	73	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	73	~/projects/pipy	24	~/projects/pipy (main)
pi	73	hello	16	 hello
pi	73	Hello	19	 Hello! How can I help?
pi	73	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	73	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	73	~/projects/pipy	24	~/projects/pipy (main)
pipy	74	hello	16	 hello
pipy	74	Hello	19	 Hello! What would you like to work on in this repo?
pipy	74	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	74	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	74	~/projects/pipy	24	~/projects/pipy (main)
pi	74	hello	16	 hello
pi	74	Hello	19	 Hello! How can I help?
pi	74	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	74	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	74	~/projects/pipy	24	~/projects/pipy (main)
pipy	75	hello	16	 hello
pipy	75	Hello	19	 Hello! What would you like to work on in this repo?
pipy	75	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	75	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	75	~/projects/pipy	24	~/projects/pipy (main)
pi	75	hello	16	 hello
pi	75	Hello	19	 Hello! How can I help?
pi	75	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	75	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	75	~/projects/pipy	24	~/projects/pipy (main)
pipy	76	hello	16	 hello
pipy	76	Hello	19	 Hello! What would you like to work on in this repo?
pipy	76	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	76	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	76	~/projects/pipy	24	~/projects/pipy (main)
pi	76	hello	16	 hello
pi	76	Hello	19	 Hello! How can I help?
pi	76	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	76	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	76	~/projects/pipy	24	~/projects/pipy (main)
pipy	77	hello	16	 hello
pipy	77	Hello	19	 Hello! What would you like to work on in this repo?
pipy	77	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	77	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	77	~/projects/pipy	24	~/projects/pipy (main)
pi	77	hello	16	 hello
pi	77	Hello	19	 Hello! How can I help?
pi	77	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	77	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	77	~/projects/pipy	24	~/projects/pipy (main)
pipy	78	hello	16	 hello
pipy	78	Hello	19	 Hello! What would you like to work on in this repo?
pipy	78	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	78	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	78	~/projects/pipy	24	~/projects/pipy (main)
pi	78	hello	16	 hello
pi	78	Hello	19	 Hello! How can I help?
pi	78	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	78	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	78	~/projects/pipy	24	~/projects/pipy (main)
pipy	79	hello	16	 hello
pipy	79	Hello	19	 Hello! What would you like to work on in this repo?
pipy	79	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	79	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pipy	79	~/projects/pipy	24	~/projects/pipy (main)
pi	79	hello	16	 hello
pi	79	Hello	19	 Hello! How can I help?
pi	79	────────────────	21	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	79	────────────────	23	────────────────────────────────────────────────────────────────────────────────────────────────────
pi	79	~/projects/pipy	24	~/projects/pipy (main)
